Location,Rating,Review
Oasis Mall Sohar,Negative,لابأس
Oasis Mall Sohar,Neutral,جيد
Oasis Mall Sohar,Positive,اعجبني
Oasis Mall Sohar,Positive,يعرض افلام هنديه اغلب الوقت
Oasis Mall Sohar,Neutral,جيدة
Oasis Mall Sohar,Positive,مقاعد السينماء مريحه جدا
Oasis Mall Sohar,Negative,Cinema is good but they need to change staff..
Oasis Mall Sohar,Positive,Beautiful cinema. With luxury seating.
Oman Avenues Mall,Positive,It was a wonderful experience we got from cinepolis cinemas . I really loved it.
Oman Avenues Mall,Positive,After e di v moovie they didt put on light... This is very bad. I ope. My phone light   d and i step down i was above  to fall
Oman Avenues Mall,Positive,"Awesome movie experience with friends and family..V watched Jurassic World Dominion,Kaduva,Kantara and PATHAAN movie here.Picture and sound quality were too good..Staffs were very polite and friendly.Neatly maintained quiet place 👍👍Snacks r bit pricey here"
Oman Avenues Mall,Positive,Best cinema Offers in all of Oman
Oman Avenues Mall,Positive,experience is good
Oman Avenues Mall,Positive,Good cinema
Oman Avenues Mall,Positive,"[Update]
Excellent service
In the past 2 months service has been excellent.
No shows were canceled , I have removed my 1 star rating"
Oman Avenues Mall,Positive,"Cinépolis Luxury

The ultimate luxurious theatre experience.

For people who are looking for privacy, luxury, comfort, and great food.

The customer service is outstanding, always welcoming, smiling, very helpful, and super friendly.

The theatres are huge and always maintain high hygiene standards."
Oman Avenues Mall,Negative,there is issue in the screen and 3D not clear.. check attached photo lift side
Oasis Mall Sohar,Positive,Awesome movie experience
Oasis Mall Sohar,Positive,Great place to watch movie..I watched Animal movie recently and on couch seat and I liked it
Oasis Mall Sohar,Positive,"القاعات كثيرة، واسعة، و مرتبة ونظيفة و في تنوع في الأكل و الشرب
الأكل طعمه ممتاز
و القاعة كبيرة وشاشة كبيرة و الكراسي نوعا ما مريحة"
Oasis Mall Sohar,Positive,سينما حديثة وممتازة سعر التذكرة 3 ريال
Oasis Mall Sohar,Negative,المصري اللي بيشتغل ف الواحه مول قليل الاحترام ومزعج .. فوكس سينما افضل
Oasis Mall Sohar,Positive,احد افضل دور السينما في السلطنة
Oasis Mall Sohar,Positive,"Cinepolis الخيار الأفضل و بدون منازع
أفضل سينما جربتها
مقاعدهم ال VIP أسطورية و مريحة و تقدر تغير وضعيتها للنوم
المقاعد الاقل من VIP تقدر ترجع ظهرك للخلف مريحة
خدمة الموظفين ولا اروع
دايما يسوون خصومات و عروض على التذاكر
تتفوق على المنافس في السعر و الراحة و الهدوء و القرب من مركز المدينة
أعطيها العلامة الكاملة 10/10 و بدون تردد و دائما هي الخيار الأفضل عندي"
Oasis Mall Sohar,Neutral,Good seating..but felt like air conditioning was not good throughout the second half and started to sweat...
Oasis Mall Sohar,Positive,Good theater with all required amenities. Seats are comfortable and cozy. Not too rushy.
Oasis Mall Sohar,Positive,"Cinepolis offers a top-notch cinematic experience with great comfort, technology, and a wide movie selection. Highly recommended.
The concession options are varied, and the snacks and beverages complement the movie experience nicely."
Oasis Mall Sohar,Positive,Good
Oasis Mall Sohar,Neutral,جيد جدا
Oman Avenues Mall,Positive,Good cinema
Oman Avenues Mall,Positive,Good place
Oman Avenues Mall,Neutral,"2022.11
Theatre is well-maintained in terms of concessions areas and toilets.
Sound quality in audi 6 was mediocre (watched wakanda forever). Standard Seats were not comfortable. Movie experience was average.

Concession staffs were trying sell upsize portions even after specifically told my preference few times."
Oman Avenues Mall,Positive,good cinema
Oman Avenues Mall,Positive,"Nice cinema Hall with very nice food outlet, comfortable, luxurious and pocket friendly"
Oman Avenues Mall,Neutral,بشكل عام أنصح بهذي السينما سواء في القسم العادي أو المميز ولكن من اللازم عليهم الانتباه الى عملية توصيل المأكولات والمشروبات في قاعات القسم المميز لان الحركة الكثيرة من الموظفين مزعجة لحد كبير بحيث لا نتمكن من متابعة الفيلم بأريحية تامة
Oman Avenues Mall,Positive,Nice sound system
Oman Avenues Mall,Positive,"Good screen , reasonably priced, neat"
Oman Avenues Mall,Positive,Very nice place. It's our first time there.
Oman Avenues Mall,Positive,Very good option for enjoying movies with family...
Oman Avenues Mall,Positive,Nachos & salsa souse were really horrible. Not recommended in comparison to Vox cinema
Oman Avenues Mall,Positive,"Good place, tickets easily available"
Oman Avenues Mall,Positive,Best
Oasis Mall Sohar,Positive,Nice enjoyment place...... Good ambiance
Oasis Mall Sohar,Positive,"ملاحظة

سعر تذاكر مرتفع جدا لديهم"
Oasis Mall Sohar,Positive,"Seats are Comfortable, Recliner also available with little more cost"
Oasis Mall Sohar,Positive,مكان جميل ومرتب لمشاهده فيلم برفقه الاصدقاء. انصحكم بالتجربة
Oasis Mall Sohar,Positive,Very good atmosphere. Specially recliner seet and kids theater
Oasis Mall Sohar,Positive,Good
Oasis Mall Sohar,Positive,سينما ممتازة، لكن يعيبها سعر المأكولات والمشروبات المبالغ فيه
Oasis Mall Sohar,Positive,ممتاز ورخيص
Oasis Mall Sohar,Positive,Nice experience
Oman Avenues Mall,Neutral,"Screen and sound are good. However, the exits from the hall leads to lot of stairs. So if you have have problems accessing stairs, better to avoid it. Also, lighting at staircase is also very poor."
Oman Avenues Mall,Positive,Watched wakanda forever 😍
Oman Avenues Mall,Positive,Very good experience for movie lovers
Oman Avenues Mall,Positive,excellent experience. awesome sounds effects and screen also large. must try for all the movies
Oman Avenues Mall,Positive,Superb . Nice seating
Oman Avenues Mall,Neutral,4D experience was ok.
Oman Avenues Mall,Neutral,Good
Oman Avenues Mall,Positive,Good
Oman Avenues Mall,Positive,"Best movie theater in Oman I can say, if you haven't been there, then you should go try 🥰"
Oman Avenues Mall,Positive,Good experience.
Oasis Mall Sohar,Negative,معامله الموضفين مره سيئه و اصواتهم عاليه و الاكل  بايت من يومين
Oasis Mall Sohar,Positive,Good and comfortable cinema. They can deliver your orders right to your seat and that cool
Oasis Mall Sohar,Positive,Wonderful
Oasis Mall Sohar,Negative,I received disrespectful treatment from the cinema staff.
Oasis Mall Sohar,Positive,معم المكان رائع ومريح انصح الشباب ومحبيا الافلام ان يزور هذا المكان
Oasis Mall Sohar,Positive,المكان مرتب وهادي
Oasis Mall Sohar,Neutral,"The theater is a good place to watch a movie, but there is a problem with punctuality. Although the show is scheduled for 7:30 PM according to the booking time, it often starts after 8:00 PM."
Oman Avenues Mall,Positive,"YALL REALLY SHOULD TRY THE LUXURY SEATS AT LEAST FOR ONCE U WONT REGRET IT U DESERVE ITTT, they’re so comfortable and u can call them and to order food and pay them while u r there 🤭"
Oman Avenues Mall,Positive,Good
Oman Avenues Mall,Positive,🤗👍👍👍
Oman Avenues Mall,Negative,By far the worst cinema experience and single handedly due to the manager Shahrukh. Poor service and short staffed team just made matters worse. Due to the silly attitude of the manager Shahrukh we ended up losing 20-25 minutes of the movie. Nothing much to say apart from a guaranteed terrible experience
Oman Avenues Mall,Neutral,يرجاء القائمين على السينما تحديث المؤثرات الصوتية
Oman Avenues Mall,Negative,Worst sound system even in this modern time. Watched top gin and ps. Audio experience in both the movies was pathetic
Oman Avenues Mall,Positive,"Really great cinema, a really bit space everyone was nice and the place is calm their nachos is very big and they have some offers which is nice ,"
Oman Avenues Mall,Positive,Nice place to watch movies and eat popcorn 🍿
Oman Avenues Mall,Positive,One of good theatre in Muscat but food section very costly at the same time not an good taste
Oman Avenues Mall,Positive,superb 👍🏻
Oman Avenues Mall,Positive,My favourite place to watch movie. Have good offers at times but generally bit overpriced.
Oman Avenues Mall,Positive,ممتازه 😍
Oman Avenues Mall,Neutral,It's more expensive than the other theatres in Oman. It could be less expensive. I have experienced cinema in India and the seats in PVR are much more comfortable and the screens are larger. It was an average experience and felt overpriced for the experience that we were getting. We even saw lal singh chadda on the max screen but wasn't anything wow.
Oman Avenues Mall,Negative,"It was the worse movie experience ever.
During my last two visits to Avenues Mall. Cinepolis Cinema. This is what I have experienced so far:

1- Poor management. (The film did not start on time)

2- Poor management. (We approached staff to play the movie because they forgot to play almost 15 minutes passed)

3- Poor management. (The movie started, but they failed to switch off the lights.

4- Poor management. (We had to go and approach staff to increase the volume.)

5- Poor management. ( The A/C was not working, and we sweated and sweated)

6- Poor management. (4D cinema Row F, The Seat actuators are gone wrong and do not move at all)

Overall experience = Poor management."
Oman Avenues Mall,Positive,Very best theater
Oman Avenues Mall,Positive,It was a great experience
Oman Avenues Mall,Neutral,average screen experience
Oman Avenues Mall,Positive,معجبه جدا بقاعات السينما والخدمه روووعه
Oasis Mall Sohar,Positive,ممتاز
Oasis Mall Sohar,Positive,Good place with best seating arrangement and sound
Oasis Mall Sohar,Negative,caramel Popecorn dont have caramel
Oasis Mall Sohar,Positive,"Great cinema. Cheaper than other rcompetitors, and movies usually stay longer here compared to vox. Just bring back the African employees cause the new ones aren't as polite."
Oasis Mall Sohar,Positive,"সুন্দর সিনেমা হল ছবির প্রতি আগ্রহ কমে গেছে
তবে বসার সিট গুলো খুবেই আরাম দায়ুক তাই গিয়েছি একটু রিলেক্স হওয়ার জ‍ন‍্য"
Oasis Mall Sohar,Positive,"تجرب مميز الي مشاهد فلام في سيما مع صوت مميز و كراسي ممتازة
تكلفه لا تتجوز 3﷼
A unique experience to movie scenes in Sima, with a distinctive sound and excellent chairs, the cost of which does not exceed 3 riyals"
Oasis Mall Sohar,Positive,"Good theater, good staff,"
Oasis Mall Sohar,Positive,"Saw Pathan there
Though not many people at that time as it was 5pm show
Theatre is good staff friendly only thing cafeteria prices little high"
Oman Avenues Mall,Positive,"Discrepancy in movie timing. 2901/2022 cinepolis avenues mall , cinema 1. Movie timing 10pm. And till now the movie didn't start, not even the adds. The time now is 10.21 pm"
Oman Avenues Mall,Positive,Awesome place
Oman Avenues Mall,Positive,Reasonable price
Oman Avenues Mall,Positive,Very good
Oasis Mall Sohar,Positive,افضل سنما
Oasis Mall Sohar,Neutral,"It has a good price but theater was not cold , as if they don't open the AC, the quality of the sound was not as vox cinema.

The food was good actually and the seats was good also."
Oasis Mall Sohar,Positive,Loved it
Oasis Mall Sohar,Positive,Theatre
Oasis Mall Sohar,Positive,مكان جدا رائع والكراسي مريحة
Oasis Mall Sohar,Positive,😊😊
Oasis Mall Sohar,Positive,Watching Pathan
Oasis Mall Sohar,Positive,"Nice sound effects and seating, good area for time pass. Comfortable toilets, and snacks available."
Oasis Mall Sohar,Positive,"A theatre which comparatively better than their competitors in the country.i had watched many movies over the audio and video effects are really good, especially the comfort of watching movie and the seating was really nice. Also the ticket prices aren't that high and you can also enjoy the movie in recliner for just 4.5 omr"
Oasis Mall Sohar,Positive,Good sound system
Oasis Mall Sohar,Positive,Awesome Experience
Oasis Mall Sohar,Positive,Nice place
Oasis Mall Sohar,Positive,"It is one of the nearest affordable and hygienic theaters in our locality. Once after you book online ticket🎟, you must show it to the guy at the popcorn counter. Otherwise one can take instantly digitally at the location with swiping machine in built. But for theatre full movies it's better to book online.A theatre which comparatively better than their competitors in the country.i had watched many movies over the audio and video effects are really good, especially the comfort of watching movie and the seating was really nice."
Oasis Mall Sohar,Positive,A good place to watch movies.
Oasis Mall Sohar,Positive,Improved a lot. Especially sound quality.. Good to watch…..
Oasis Mall Sohar,Positive,المكان نظيف ومريح
Oasis Mall Sohar,Positive,Nice
Oasis Mall Sohar,Positive,Good
Oasis Mall Sohar,Positive,"Amazing experience
Ambiance was very good"
Oasis Mall Sohar,Positive,Clean and neat. But sound effects are little bit low
Oasis Mall Sohar,Neutral,"Sound quality could be better
Watched Movie in MAX screen , difficult to follow the screen from the centre seats"
Oasis Mall Sohar,Positive,Neat and perfect place for enjoyment
Oasis Mall Sohar,Positive,"Excellent Atmosphere, Excellent Sound, Excellent Seating Arrangement."
Oasis Mall Sohar,Positive,Good sound 🔊 quality theater
Oasis Mall Sohar,Positive,Good ambience
Oasis Mall Sohar,Positive,"Gud experience

The rate of popcorn puzzled me as the medium size cost 1.700 and large cost 1.800 😶"
Oasis Mall Sohar,Positive,"I like cinepolis all theatres. clean environment, good sound quality and picture clarity in a reasonable ticket price."
Oasis Mall Sohar,Neutral,Good
Oasis Mall Sohar,Positive,"I'm always satisfied ❤️ Reasonable ticket prices ✅ clean (neatness and odor) ✅ comfortable seats ✅
All the best 🙏🌹🍀"
Oasis Mall Sohar,Positive,"روعة 😍

تابعو الانستجرام 😜
@Janain_alraiyan"
Oasis Mall Sohar,Positive,كراسيهم مريحه
Oasis Mall Sohar,Negative,"Third class online booking system. App for online booking not working up to the mark for customers but working perfect with staff mobile app. So customer has to pay twice for getting online ticket and to wait longer for getting refund till getting approval. So the online booking system is not user friendly. If you don’t wants to engage your money with them, don’t use app for online booking."
Oasis Mall Sohar,Neutral,"My experience was poor, slef tickets machine not working, refreshments too expensive, screen not clear, sound system very loud and not clear."
Oasis Mall Sohar,Positive,المكان جميل جدا الاسعار لك عليها الموظف سالم موظف يفتح النفس يشرح لك وخبرك عن كل الخصومات المتوفره عكس الاجانب الي همها تبيع بس  الي يشوف تعليقي نصيه روحو عن العماني مايقصر
Oasis Mall Sohar,Positive,"One of the most comfortable and enjoyable place in sohar for perfect family entertainment…
Mr anjum has always been very helpful in providing all types of information whenever needed"
Oasis Mall Sohar,Positive,سينما حلوه ومريحه واسعارهم حلوه
Oasis Mall Sohar,Negative,السينماء الواحه مول صحار
Oasis Mall Sohar,Positive,"Thanks to Sohar Cinepolis for be an excellent host during my son birthday. I highly recommend this choice for a kids birthday party, they enjoyed a lot. Staff support us in any query and was extremely helpful. They made everything easy for us and we got the perfect memory of our son 9th birthday."
Oasis Mall Sohar,Positive,نظيفة
Oasis Mall Sohar,Positive,"اسعار مناسبة وخاصة وقت العروض
صالة الاطفال ممتازة وبها زحليقة طويلة"
Oasis Mall Sohar,Positive,"Relax , propre et bonne sono 👍"
Oasis Mall Sohar,Positive,"Only thing I felt bad about this place is the price of 300ml water bottle , Outside its just 100 baiza but here it's 500 baiza which is too much ., Rest everything great 👍🏻 👌🏻..."
Oasis Mall Sohar,Positive,nice
Oasis Mall Sohar,Positive,"Good staff, good prices
Macro Theatre is the best in Sohar in terms of sound
Note: the prices are based on the seats not on the theatre"
Oasis Mall Sohar,Positive,Fantastic interiors and sound systems
Oasis Mall Sohar,Positive,"Went here for Marathi movie
Screens are good, seating very comfortable.
Lost power during the show but staff was capable of handling the situation and resolved the issue and restarted the show."
Oasis Mall Sohar,Positive,Best location with good parking .
Oasis Mall Sohar,Positive,ممتاز
Oasis Mall Sohar,Positive,"Great sound effect and ambient

Family seating and Couple gallery"
Oasis Mall Sohar,Positive,مكان ممتاز جداً جداً
Oasis Mall Sohar,Positive,Best sound system with great deals.
Oasis Mall Sohar,Positive,"It is one of the nearest affordable and hygienic theaters in our locality. Once after you book online ticket🎟, you must show it to the guy at the popcorn counter. Otherwise one can take instantly digitally at the location with swiping machine in built. But for theatre full movies it's better to book online."
Oasis Mall Sohar,Positive,The seats are comfortable but the sound not that great
Oasis Mall Sohar,Positive,Good
Oasis Mall Sohar,Neutral,🤍
Oasis Mall Sohar,Positive,Good
Oasis Mall Sohar,Positive,المكان نظيف والكراسي مريحه
Oasis Mall Sohar,Positive,Gud
Oasis Mall Sohar,Positive,Very good staff and very nice
Oasis Mall Sohar,Positive,تخفيضات تصل الى 50% يوم الاثنين والثلاثاء
Oasis Mall Sohar,Positive,Helpful staff
Oasis Mall Sohar,Positive,بصراحة رائعة
Oasis Mall Sohar,Neutral,مكان جيد لكن التنظيم متوسط معاهم
Oasis Mall Sohar,Positive,Mr Sami is an asset for Cinepolis Sohar. the way he communicated with us and puzzled out our technical glitch is truly appreciable. Terrific service 👌👍 First occurrence and satisfying experience.
Oasis Mall Sohar,Positive,Overall more comfort and good offers they r providing. The only one negative thing is beverage and snacks is little costly.
Oasis Mall Sohar,Positive,Best sound system & seating
Oasis Mall Sohar,Positive,جميل وعروض تخفيضية... ومريح انصح بزيارته واحسن من غيرة حتى الاكل أقل عن اللي ما ينطري
Oasis Mall Sohar,Positive,excellent
Oasis Mall Sohar,Negative,"The staffs are not supportive at all. Yesterday I have ordered one popcorn and coffee during the interval time but they give only popcorn during the payment time and informed coffee will deliver to the seat, but unfortunately no one delivered the coffee and myself collected it  later from the counter . My concern even during non busy times their attitude is something which means grab more money from the customers. Also, the price is too high for all the snaks and drinks. I never prefer cinepolis for movies."
Oasis Mall Sohar,Positive,"Good place to watch movies,but sound quality is not good."
Oasis Mall Sohar,Negative,"Movie started without video for almost 5 minutes(only audio played) started video only after notifying their staff.not even switched on hall lights after the movie, we came out with mobile torch lights. Bad experience 😔😔😔😔"
Oasis Mall Sohar,Positive,We love this place. A perfect place for family movies specially with kids.
Oasis Mall Sohar,Positive,Best movies in Sohar
Oasis Mall Sohar,Positive,Great movie experience with polite staff service
Oasis Mall Sohar,Positive,Good
Oasis Mall Sohar,Positive,Best Cinema experience in Sohar Oman 🇴🇲
Oasis Mall Sohar,Positive,القاعة جداً مريحة 👌🏻🥰 والاهم عندهم عروض هالفترة 20% على التذاكر ..
Oasis Mall Sohar,Positive,"Theatre sound effects very nice and also they are giving some bank offers for TKT Booking.

Need to reduce the popcorn and cooldrinks price less than OMR 1."
Oasis Mall Sohar,Positive,افضل سينما في الواحة مول كلها 😔🤏
Oasis Mall Sohar,Positive,لا توجد مقاهي بالطابق الاخير
Oasis Mall Sohar,Positive,"نعم الاختيار والمكان الأمثل لترفيه ومتابعة الافلام الجديدة
أما عن المكان والقاعات والمقاعد ممتازة والخصوصية والتباعد بين المقاعد يزيد من الخصوصية"
Oasis Mall Sohar,Positive,جيد
Oasis Mall Sohar,Positive,ممتاز وراقي
Oasis Mall Sohar,Positive,اكثر من رائع
Oasis Mall Sohar,Positive,جميل
Oasis Mall Sohar,Positive,انا افضل هذا السينما على فوكس لأن هذا اسعاره مغريه ما نفس باقي الأماكن السعر يكون فلكي بس يحتاج شوية شغل من ناحية الأكل وبعض القاعات الكراسي الي فوق اخر شي ضيقات بس مكان حلو وهادي ما تحاتي الزحمه
Oasis Mall Sohar,Positive,Very good cinemas in sohar
Oasis Mall Sohar,Positive,شكرا
Oasis Mall Sohar,Positive,🥰
Oasis Mall Sohar,Positive,"Good cinema, brand new, clean and good quality sound"
Oasis Mall Sohar,Positive,جميل
Oasis Mall Sohar,Neutral,"Didn't enjoyed the screening quality of the Cinema! Moreover, snacks weren't of the expected quality!"
Oasis Mall Sohar,Positive,السينما جميلة وتحتوي على مقاعد VIB وباسعار مناسبة وتقع في مول الواحة الذب يحتوي على اشهر الماركات مثل ماكس واكس ماكس وسنتر بوينت ومحلات للعطور كما توجد الكافيهات والمطاعم
Oasis Mall Sohar,Positive,Nice
Oasis Mall Sohar,Neutral,حلو
Oasis Mall Sohar,Positive,Nice place
Oasis Mall Sohar,Positive,"Very clean, hygienic place."
Oasis Mall Sohar,Positive,ممتاز
Oasis Mall Sohar,Positive,"مكان هادئ وموقع جميل
افلام جديدة وادارة محترمه
يستحق التجربة بأمانه"
Oasis Mall Sohar,Positive,جميل انصح زيارته
Oasis Mall Sohar,Positive,مريح جدا لمشاهده الأفلام وكذلك للعائلات والاطفال
Oasis Mall Sohar,Positive,ممتاز
Oasis Mall Sohar,Positive,Price seems to be heigh
Oasis Mall Sohar,Positive,ممتاز👏
Oasis Mall Sohar,Positive,جدا رائع ومعاملتهم راقيه والمقاعد بصالة السينما مريحه جدا
Oasis Mall Sohar,Positive,جميل جدا
Oasis Mall Sohar,Positive,Lovely cinema with friendly staff and reclining chairs. Luckily I didn't fall asleep haha!
Oasis Mall Sohar,Positive,The reclining seats were amazing and comfortable
Oasis Mall Sohar,Positive,Best multiple in sohar
Oasis Mall Sohar,Positive,Exciting experience
Oasis Mall Sohar,Positive,اسعار مناسبه ومناسب للعوائل بشكل اكبر
Oasis Mall Sohar,Positive,ممتاز
Oasis Mall Sohar,Neutral,"New cinema theatre , comfortable seats, nice atmosphere, but the service is very slow , seems that the employees didn't have proper training , also self ticket pickup system is always not working because of the payment via card ( visa or MasterCard) and because of this problem we always book through the cashier.
Another thing they don't have the usual small size for drinks or popcorn so you are forced to take the normal size."
Oasis Mall Sohar,Positive,أفضل سينماء
Oasis Mall Sohar,Positive,مكان راقي
Oasis Mall Sohar,Positive,ممتازه من احسن الاماكن
Oasis Mall Sohar,Positive,Very nice
Oasis Mall Sohar,Positive,لا يوجد ازدحام في الأوقات العادية
Oasis Mall Sohar,Positive,روعه
Oasis Mall Sohar,Positive,Best theatre in the city with affordable price.  Always shukran offers. Wide parking and can be reach from any corner of the city.
Oasis Mall Sohar,Positive,Ideal for families
Oasis Mall Sohar,Neutral,Very expensive. Not proper arrangements
Oasis Mall Sohar,Positive,"This cinema is the BEST cinema in Sohar, I absolutely loved it. It feels incredibly luxurious the seats are amazing they recline and there's a side table as well as a little lamp! It's super clean and well maintained their snacks are delicious and their customer service is EXCELLENT everything and MORE you could ever want from a cinema! Love it will keep coming back"
Oasis Mall Sohar,Neutral,Good
Oasis Mall Sohar,Positive,Nice place silent area big parking area
Oasis Mall Sohar,Neutral,للأسف هناك مفاجأه في هذا المكان على الزوار الانتباه له وهو أسعار مياه الشرب التي تعتبر خياليه، إذ تبلغ عبوة المياه الصغيرة 700 مية بيسه وهو سعر خيالي إذ أن العبوة خارج هذا المكان هو ١٠٠ بيسه، ولن تستطيع إدخال اي مأكولات أو مشروبات من الخارج وانت ملزم بشراء هذه الأشياء من عندهم، واسعارهم مبالغ فيها
Oasis Mall Sohar,Positive,افضل سينما في صحار
Oasis Mall Sohar,Positive,Super with bigil
Oasis Mall Sohar,Positive,كل شي موجود هناك
Oasis Mall Sohar,Negative,Great
Oasis Mall Sohar,Positive,السينما ممتازه جدا و راقيه والاسعار متوسطه
Oasis Mall Sohar,Positive,مكان جميل وغير مزدحم خدمه ممتازه واسعار في المتناول
Oasis Mall Sohar,Positive,مكان جميل
Oasis Mall Sohar,Positive,سينما حميله وهادية وقاعة سينما الاطفال مميزة والوحيدة في عمان
Oasis Mall Sohar,Positive,"Super VIP chairs, and sound system is realy amazing super quality, valuable place"
Oasis Mall Sohar,Positive,جميل وابداع في عالم السينما
Oasis Mall Sohar,Positive,Clean. Comfortable chairs.
Oasis Mall Sohar,Positive,Good
Oasis Mall Sohar,Positive,Great offer s
Oasis Mall Sohar,Positive,المكان جميل ورائع ولكن هناك تأخير في عرض الافلام نوعا ما
Oasis Mall Sohar,Positive,ممتازة جدا .. والمكان كان هادي
Oasis Mall Sohar,Positive,قاعات وكراسي جميلة لمشاهدة ممتعه
Oasis Mall Sohar,Neutral,جيد
Oasis Mall Sohar,Positive,Very good ambience with seating options and variety of movies to select and enjoy the digital dolby sound
Oasis Mall Sohar,Positive,"expinsive snaks, good screen and sound"
Oasis Mall Sohar,Positive,Very nice
Oasis Mall Sohar,Positive,Good for movies. Good seating arrangement and sound system as well
Oasis Mall Sohar,Positive,مميز
Oasis Mall Sohar,Positive,Like
Oasis Mall Sohar,Positive,"First branch in Oman, Oasis Mall in Sohar. I guess this is the best cinema in Oman till now from my opinion. Start with the first time in Oman lunch kids theater provide area for game before start the move and get break in the middle for food and play. Also i try the VIP chair in the meddle of the theater, too comfortable and have little bit privacy form the neighbor chair and the price is 4.5 OMR. You can order the food and will deliver to your seat. The negative point i see is the menu of food not enough. I order panini sandwiches but i don't like it also the bread not tasty, and the don't provide any othe sandwich!."
Oasis Mall Sohar,Positive,جميييل
Oasis Mall Sohar,Positive,متعه
Oasis Mall Sohar,Positive,Nice
Oasis Mall Sohar,Positive,رائع
Oasis Mall Sohar,Positive,"Well controlled well regulated nice place to be.
Number of a screens and choices. Not crowded. Easy to get a ticket and seat of choice. Well mannered staff.  Good food counters and clean washroom facilities"
Oasis Mall Sohar,Positive,Recliner seats is very nice.. prices is good
Oasis Mall Sohar,Negative,Was in a show today which was cancelled yesterday!! Response from staff leaves much to be desired
Oasis Mall Sohar,Positive,Newly opened Cenepolis theatres for cinema lovers in Sohar.
